ID,lang,Date,Source,len,Orig_Tweet,Tweet,Likes,RTs,Hashtags,UserMentionNames,UserMentionID,Name,Place,Followers,Friends
1013596899717181440,en,2018-07-02 01:35:07,Twitter for Android,64,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy,GG GN and GL,0,4369,WorldCup,HRK800 Serial No. 191 919 199,MisterHeartz,jillyjune,ig ljunzul,873,326
1013596899541180416,en,2018-07-02 01:35:07,Twitter for Android,138,"RT @Footy_JokesOG: ?? Kasper Schmeichel:

Saves penalty in Extra Time

Saves 2 penalties in shootout.

Still knocked out of the #WorldCup…",Kasper Schmeichel Saves penalty in Extra Time Saves penalties in shootout Still knocked out of the,0,762,WorldCup,Footy Jokes,Footy_JokesOG,Rdeebeatz,Ghana,223,292
1013596897544531969,en,2018-07-02 01:35:06,Twitter for Android,139,"RT @FCBarcelona: ?? @ivanrakitic scores the winning penalty to send @HNS_CFF into the #WorldCup quarter-finals, where they'll face Russia!…",scores the winning penalty to send into the quarter finals where they will face Russia,0,1031,WorldCup,"FC Barcelona,Ivan Rakitic,HNS | CFF","FCBarcelona,ivanrakitic,HNS_CFF",KolorBastion ??,San Francisco,608,190
1013596897284706305,en,2018-07-02 01:35:06,Twitter for iPad,166,Get the best in sports news and information by going to https://t.co/HFya5ttP7Q new shows coming soon! #sportstalk #sportstalkradio #NBA #NHL #MLB #NFL #PGA #WORLDCUP,Get the best in sports news and information by going to new shows coming soon,0,0,"sportstalk,sportstalkradio,NBA,NHL,MLB,NFL,PGA,WORLDCUP",,,Michael Bari,"Bridgeport, WV",651,535
1013596892574384128,en,2018-07-02 01:35:05,Twitter Lite,95,RT @onxmyown: POWER @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague,POWER,0,3,"PowerByEXO,WorldCup,FIFAStadiumDJ,ChenLeague","Paola,FIFA World Cup ?,EXO","onxmyown,FIFAWorldCup,weareoneEXO",Guadalupe,Argentina,334,639
1013596890112446464,en,2018-07-02 01:35:04,Twitter for Android,280,Join #Robinhood and we'll both get a stocks for #free! https://t.co/vr4rvYZJ5F #giveaway #gamers #LebronWatch2018 #LeBronJames #Lakers #NBA #WorldCup #LakeShow #NASCAR #MagicJohnson #NBAFinals #ClawsTNT #PowerPremiere #PowerStarz #CroatiavsDenmark #PowerTV #Pride #Denmark #URUPOR,Join and we will both get stocks for,0,0,"Robinhood,free,giveaway,gamers,LebronWatch2018,LeBronJames,Lakers,NBA,WorldCup,LakeShow,NASCAR,MagicJohnson,NBAFinals,ClawsTNT,PowerPremiere,PowerStarz,CroatiavsDenmark,PowerTV,Pride,Denmark,URUPOR",,,AlexVillas,,257,1818
1013596887310532610,en,2018-07-02 01:35:04,Twitter for iPhone,125,RT @LeJuan__James: Lebron news is cool and all pero let’s gets back to what’s  important..... Let’s GO MEXICO! ???? #WorldCup,Lebron news is cool and all pero let gets back to what important Let GO MEXICO,0,3,WorldCup,LeJuan James,LeJuan__James,Samaydaliz,"Florida, USA",653,1936
1013596885351710725,en,2018-07-02 01:35:03,Twitter for iPhone,118,Diego Maradona proving he has more big dick energy than all of us is going to be what I miss most about this #WorldCup,Diego Maradona proving he has more big dick energy than all of us is going to be what miss most about this,0,0,WorldCup,,,James Coomer,"Sydney, New South Wales",9,16
1013596879727153152,en,2018-07-02 01:35:02,Twitter for iPhone,139,"RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???

Thank you for your support @Oprah!! ????

We ?…",Please welcome our newest member to the Incondicionales family Thank you for your support We,0,645,,"Mexican National Team,Oprah Winfrey","miseleccionmxEN,Oprah",Schweinsteiger?,,668,571
1013596876954714112,en,2018-07-02 01:35:01,Twitter for Android,139,Exo already performed this song in winter olympic!! I hope you will play it #PowerByEXO #FIFAStadiumDJ #WorldCup @weareoneEXO @FIFAWorldCup,Exo already performed this song in winter olympic hope you will play it,0,0,"PowerByEXO,FIFAStadiumDJ,WorldCup","EXO,FIFA World Cup ?","weareoneEXO,FIFAWorldCup",Vinalaa1,,3,11
1013596876585631745,en,2018-07-02 01:35:01,Twitter for Android,140,RT @eunicehuili: @RachelWeng3 @FIFAWorldCup @weareoneEXO Highly anticipating #POWER by #EXO to be played at the stadium.  @weareoneEXO @FIF…,Highly anticipating by to be played at the stadium,0,105,"POWER,EXO","Eunice,Rachel Weng,FIFA World Cup ?,EXO,EXO","eunicehuili,RachelWeng3,FIFAWorldCup,weareoneEXO,weareoneEXO",Ell.Ashri,,180,442
1013596876174602240,en,2018-07-02 01:35:01,Twitter for iPhone,140,RT @UtdIndonesia: It’s not the day David De Gea want to remember as ?? lost to ?? on penalty kick. You still the best @d_degeaofficial #muf…,It not the day David De Gea want to remember as lost to on penalty kick You still the best,0,5,,"United Indonesia,David De Gea","UtdIndonesia,d_degeaofficial",Isti Aristiputri,"Makassar, South Celebes",498,370
1013596875868418048,en,2018-07-02 01:35:01,Twitter for Android,140,"RT @FIFAWorldCup: Got a favourite tune? Tell us below, and your choice could be played in a #WorldCup stadium! #FIFAStadiumDJ ? ? https://t…",Got favourite tune Tell us below and your choice could be played in stadium,0,12385,"WorldCup,FIFAStadiumDJ",FIFA World Cup ?,FIFAWorldCup,?,,266,226
1013596875784478720,en,2018-07-02 01:35:01,Twitter Lite,144,"RT @premierleague: Pure drama.

Despite Kasper Schmeichel's heroics for #DEN &amp; Mathias Zanka becoming Huddersfield's first ever #WorldCup s…",Pure drama Despite Kasper Schmeichels heroics for Mathias Zanka becoming Huddersfields first ever,0,748,"DEN,WorldCup",Premier League,premierleague,????@6/15LiSA?????????,???,282,650
1013596874459131906,en,2018-07-02 01:35:01,Twitter for Android,140,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ?
?? Can @jfa_samuraiblue reach the #WorldCu…",Japan have never made it past the last eight so we want to get there Can reach the,0,219,,"FIFA World Cup ?,????????","FIFAWorldCup,jfa_samuraiblue",????????,????,253,1198
1013596869417734144,en,2018-07-02 01:35:00,Twitter for Android,140,"RT @GabylCl9: @FIFAWorldCup 
@weareoneEXO 
#PowerByEXO 
#WorldCup 
#FIFAStadiumDJ 
#ChenLeague 
 We got a POWER! POWER!??? https://t.co/Fr4…",We got POWER POWER,0,4,"PowerByEXO,WorldCup,FIFAStadiumDJ,ChenLeague","Gabriela Lizeth Cano,FIFA World Cup ?,EXO","GabylCl9,FIFAWorldCup,weareoneEXO",Yessica,,3,41
1013596868645801986,en,2018-07-02 01:34:59,Twitter for iPhone,139,"RT @BBCMOTD: One of these nations will be in the #WorldCup final on July 15th:

#RUS 
#CRO 
#DEN 
#SWE 
#SUI 
#COL 
#ENG 

How about that?…",One of these nations will be in the final on July th How about that,0,1074,"WorldCup,RUS,CRO,DEN,SWE,SUI,COL,ENG",Match of the Day,BBCMOTD,Tim,"Perth, Western Australia",317,221
1013596867714781186,en,2018-07-02 01:34:59,Twitter for iPhone,140,"RT @Castro1021: This #WorldCup is so unpredictable man. After 3 knockout stage matches......

Messi and Ronaldo out.
Spain out.

Not to men…",This is so unpredictable man After knockout stage matches Messi and Ronaldo out Spain out Not to men,0,120,WorldCup,Castro1021,Castro1021,Dhiraj Ahuja,"New Delhi, India",22110,4119
1013596866133364736,en,2018-07-02 01:34:59,Twitter for Android,125,"RT @8Fact_Footballl: RAKITIC WINS IT FOR CROATIA! DENMARK ARE OUT!

#DEN ?????
#CRO ? ????

#WorldCup https://t.co/Gwh6iGbMkt",RAKITIC WINS IT FOR CROATIA DENMARK ARE OUT,0,162,"DEN,CRO,WorldCup",8Fact Football WC ?,8Fact_Footballl,Aldobudi,"Jakarta Pusat, DKI Jakarta",181,1924
1013596864892063750,en,2018-07-02 01:34:58,Twitter for iPad,140,"RT @ExoL94273553: @FIFAWorldCup Please play EXO’s Power. It is very motivational and energizing.

#FIFAStadiumDJ #WorldCup #EXO #?? @weareo…",Please play EXO Power It is very motivational and energizing,0,38,"FIFAStadiumDJ,WorldCup,EXO,??","EXO-L,FIFA World Cup ?","ExoL94273553,FIFAWorldCup",? EXO ?,? exo’s universe ?,22,32
1013596857786949632,en,2018-07-02 01:34:57,Twitter for Android,139,"RT @Sporf: ? One of these teams are GUARANTEED to be in the #WorldCup Final:

?? Russia
?? Croatia
?? Denmark
?? Sweden
?? Switzerland 
??…",One of these teams are GUARANTEED to be in the Final Russia Croatia Denmark Sweden Switzerland,0,4296,WorldCup,SPORF,Sporf,Boondock Saint,,447,1854
1013596854678884353,en,2018-07-02 01:34:56,Twitter for Android,137,"RT @Oratiloe_Kego: #DateMyFamily #WorldCup #OurPerfectWedding This Made my day???...........!!! Wow, My God?????? https://t.co/XQmvbtnWe6",This Made my day Wow My God,0,774,"DateMyFamily,WorldCup,OurPerfectWedding",MY PINNED TWEET????,Oratiloe_Kego,Mntwana_WeSizwe_,"Johannesburg, South Africa ",806,949
1013596852732784641,en,2018-07-02 01:34:56,Twitter for iPad,133,"RT @maribexol: @FIFAWorldCup POWER ? by EXO @weareoneEXO
#WorldCup #FIFAStadiumDJ 
 
#dafBAMA2018EXO #?? #EXO https://t.co/D2kPBf7tQM",POWER by EXO,0,19,"WorldCup,FIFAStadiumDJ,dafBAMA2018EXO,??,EXO","Maribe?????,FIFA World Cup ?,EXO","maribexol,FIFAWorldCup,weareoneEXO",? EXO ?,? exo’s universe ?,22,32
1013596852569235458,en,2018-07-02 01:34:56,Twitter Web Client,137,"Don’t worry anymore, stop
Time is ticking, even now, tick tock #LayLeague #PowerByEXO #WorldCup #FIFAStadiumDJ @FIFAWorldCup @weareoneEXO",Don worry anymore stop Time is ticking even now tick tock,0,0,"LayLeague,PowerByEXO,WorldCup,FIFAStadiumDJ","FIFA World Cup ?,EXO","FIFAWorldCup,weareoneEXO",Minseok el inmortal,Mexico,115,4
1013596851885543429,en,2018-07-02 01:34:55,Twitter for iPhone,140,"RT @FootbaIIBattIes: What will be the result of #ESPRUS? RT if you vote please!

#WorldCup? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??…",What will be the result of RT if you vote please,0,21,"ESPRUS,WorldCup",Football Battles,FootbaIIBattIes,ethan,,46,179
1013596851600101376,en,2018-07-02 01:34:55,Twitter for Android,140,RT @kyodo_sports_en: #Japan coach admits his team have not practiced penalties for knockout match with #Belgium. #WorldCup #Russia2018 #JPN…,coach admits his team have not practiced penalties for knockout match with,0,2,"Japan,Belgium,WorldCup,Russia2018,JPN",Kyodo News Sports,kyodo_sports_en,Beauty and her bed.,,103,160
1013596848848711680,en,2018-07-02 01:34:55,Twitter for Android,120,"RT @callmebabeex: Please play power by EXO ??
#PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague
@weareoneEXO @FIFAWorldCup",Please play power by EXO,0,6,"PowerByEXO,WorldCup,FIFAStadiumDJ,KAILeague","What if ?,EXO,FIFA World Cup ?","callmebabeex,weareoneEXO,FIFAWorldCup",michigo,,16,70
1013596847946981376,en,2018-07-02 01:34:54,Twitter Web Client,144,"When you see me
When we feel the same feeling
Power power~

?????
#PowerByEXO #WorldCup #FIFAStadiumDJ #XiuminLeague 
@weareoneEXO @FIFAWorldCup",When you see me When we feel the same feeling Power power,0,1,"PowerByEXO,WorldCup,FIFAStadiumDJ,XiuminLeague","EXO,FIFA World Cup ?","weareoneEXO,FIFAWorldCup",Frida Carrillo,"Zapopan, Jalisco",17,89
1013596846508396544,en,2018-07-02 01:34:54,Twitter for Android,112,"RT @horololooooooo: Do Kyungso

Please play #PowerByEXO  of @weareoneEXO 
#FIFAStadiumDJ #WorldCup @FIFAWorldCup",Do Kyungso Please play of,0,14,"PowerByEXO,FIFAStadiumDJ,WorldCup","We Are One,EXO,FIFA World Cup ?","horololooooooo,weareoneEXO,FIFAWorldCup",yaquiii,todos lados ,17,57
1013596845636050944,en,2018-07-02 01:34:54,Twitter for Android,93,"RT @Football__Tweet: The contrast of emotions. ?

#WorldCup #ESP #RUS https://t.co/DRvlfXRnhT",The contrast of emotions,0,307,"WorldCup,ESP,RUS",?? vs ?? Football Tweet,Football__Tweet,Elvis Good,"Anambra, Nigeria",142,336
1013596841173061632,en,2018-07-02 01:34:53,Twitter for iPhone,113,"RT @SoccerMemes: When Croatia's #WorldCup dream hung in the balance, this man stepped up. https://t.co/JoR8La18X1",When Croatias dream hung in the balance this man stepped up,0,86,WorldCup,Soccer Memes,SoccerMemes,Gerson Ronaldo Arias,"Los Angeles, CA",116,241
1013596836425355264,en,2018-07-02 01:34:52,Twitter for Android,140,"RT @MandyJimenezK: Denle mucho amor a bunnys ??????.

Please play #PowerByEXO of
@weareoneEXO 

#WorldCup 
#FIFAStadiumDJ

@FIFAWorldCup
#S…",Denle mucho amor bunnys Please play of,0,6,"PowerByEXO,WorldCup,FIFAStadiumDJ","Amy ????????,EXO,FIFA World Cup ?","MandyJimenezK,weareoneEXO,FIFAWorldCup",Deerbearpedia~,L-1485,1095,701
1013596831224291328,en,2018-07-02 01:34:50,Twitter for iPhone,38,RT @StephenBadon: Psteha ning worldcup,Psteha ning worldcup,0,1,,badon,StephenBadon,?  jennifer,?? / ??,286,236
1013596830540500992,en,2018-07-02 01:34:50,Twitter for Android,124,"RT @isabel05x2: Go Go Go
#PowerByEXO #WorldCup #FIFAStadiumDj #KaiLeague @weareoneEXO  @FIFAWorldCup https://t.co/pF7lfITJdQ",Go Go Go,0,3,"PowerByEXO,WorldCup,FIFAStadiumDj,KaiLeague","Isabel 7w7 ??,EXO,FIFA World Cup ?","isabel05x2,weareoneEXO,FIFAWorldCup",michigo,,16,70
1013596828942532608,en,2018-07-02 01:34:50,Twitter for iPhone,138,"RT @Footy_JokesOG: ?? Kasper Schmeichel:

Saves penalty in Extra Time

Saves 2 penalties in shootout.

Still knocked out of the #WorldCup…",Kasper Schmeichel Saves penalty in Extra Time Saves penalties in shootout Still knocked out of the,0,762,WorldCup,Footy Jokes,Footy_JokesOG,?? :D,,375,365
1013596828921499649,en,2018-07-02 01:34:50,Twitter for Android,139,"RT @realmadriden: ?? Croatia 1-1 ?? Denmark (3-2 pens)
?? @lukamodric10
? @Mateo_Kova23
? Two more madridistas to quarter finals
#WorldCup…",Croatia Denmark pens Two more madridistas to quarter finals,0,558,WorldCup,"Real Madrid C.F. ????,Luka Modri?,Mateo Kova?i?","realmadriden,lukamodric10,Mateo_Kova23",.,"Yogyakarta, Indonesia",499,194
1013596826987945985,en,2018-07-02 01:34:49,Twitter Lite,84,"RT @streetongue: GERMAN OUT
ARGENTINA OUT
PORTUGAL OUT
SPANYOL OUT

WOOOOW #WorldCup",GERMAN OUT ARGENTINA OUT PORTUGAL OUT SPANYOL OUT WOOOOW,0,69,WorldCup,adnid ?,streetongue,Dayu Wiwid,"Bangli, Bali, Indonesia",521,409
1013596825641574400,en,2018-07-02 01:34:49,Twitter for Android,86,"RT @Saj_PakPassion: Confirmed quarter-finals so far:
#FRA v #URU
#RUS v #CRO
#WorldCup",Confirmed quarter finals so far,0,27,"FRA,URU,RUS,CRO,WorldCup",Saj Sadiq,Saj_PakPassion,Faysal Gill,Lahore,101,832
1013596824161185792,en,2018-07-02 01:34:49,Twitter for iPhone,138,"RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?
#CRODEN #WorldCup https://t.co/2XfblBT7ki",Kasper Schmeichel takes the final award of the day,0,2199,"ManoftheMatch,CRODEN,WorldCup","FIFA World Cup ?,Budweiser","FIFAWorldCup,Budweiser",Terique,,47,103
1013596823456567296,en,2018-07-02 01:34:49,Twitter Lite,140,"RT @GabylCl9: @FIFAWorldCup 
@weareoneEXO 
#PowerByEXO 
#WorldCup 
#FIFAStadiumDJ 
#ChenLeague 
 We got a POWER! POWER!??? https://t.co/Fr4…",We got POWER POWER,0,4,"PowerByEXO,WorldCup,FIFAStadiumDJ,ChenLeague","Gabriela Lizeth Cano,FIFA World Cup ?,EXO","GabylCl9,FIFAWorldCup,weareoneEXO",Guadalupe,Argentina,334,639
1013596819287203840,en,2018-07-02 01:34:48,Twitter for iPhone,107,RT @javierfernandez: Tonight we have big game.... @EvgeniPlushenko ?????? #worldcup https://t.co/LKifuNlubC,Tonight we have big game,0,488,worldcup,"Javier Fernandez,Evgeni Plushenko","javierfernandez,EvgeniPlushenko",??,?????,902,498
1013596818133913601,en,2018-07-02 01:34:47,Twitter for iPad,140,"RT @EXOL2Buy: @FIFAWorldCup POWER BY @weareoneEXO WHY? BECAUSE #EXO IS THE BEST BOYGROUP IN THE WORLD
#EXO #?? #FIFAStadiumDJ #WorldCup #Co…",POWER BY WHY BECAUSE IS THE BEST BOYGROUP IN THE WORLD,0,16,"EXO,EXO,??,FIFAStadiumDJ,WorldCup","EXO es mi universo,FIFA World Cup ?,EXO","EXOL2Buy,FIFAWorldCup,weareoneEXO",? EXO ?,? exo’s universe ?,22,32
1013596814921158661,en,2018-07-02 01:34:47,OS X,145,"Belgium vs. Japan #WorldCup live stream info, channel: How to watch Russia 2018 on #TV and online https://t.co/v7xP8KEdqd https://t.co/3B9rA5RpJv",Belgium vs Japan live stream info channel How to watch Russia on and online,0,0,"WorldCup,TV",,,NBA World,United States,60960,39224
1013596803739144194,en,2018-07-02 01:34:44,Twitter for iPhone,140,"RT @hdotjones: Forget Pavard's goal, Mbappé's run or that Iranian thrown-in... Slaven Bilic mugging off Martin O'Neill is the moment of the…",Forget Pavards goal Mbapp run or that Iranian thrown in Slaven Bilic mugging off Martin Neill is the moment of the,0,164,,Henry Jones,hdotjones,IZZY,,252,731
1013596803701227521,en,2018-07-02 01:34:44,Twitter for iPhone,139,"RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???

Thank you for your support @Oprah!! ????

We ?…",Please welcome our newest member to the Incondicionales family Thank you for your support We,0,645,,"Mexican National Team,Oprah Winfrey","miseleccionmxEN,Oprah",BIG B,"Los Angeles, CA",22254,17405
1013596802195615744,en,2018-07-02 01:34:44,Twitter for iPhone,140,RT @PCGamesN: Here’s our pick for our @Rainbow6Game World Cup squad ?? - which operators would you sub in? #WorldCup #RainbowSixSiege https…,Here our pick for our World Cup squad which operators would you sub in https,0,530,"WorldCup,RainbowSixSiege","PCGamesN,Rainbow Six Siege","PCGamesN,Rainbow6Game",Kalem Perry,,25,38
1013596800333201408,en,2018-07-02 01:34:43,Twitter for Android,140,"RT @MandyJimenezK: You can Call me Monster ????.

Please play #PowerByEXO of
@weareoneEXO 

#WorldCup 
#FIFAStadiumDJ

@FIFAWorldCup
#SuhoL…",You can Call me Monster Please play of,0,5,"PowerByEXO,WorldCup,FIFAStadiumDJ","Amy ????????,EXO,FIFA World Cup ?","MandyJimenezK,weareoneEXO,FIFAWorldCup",La Enana Favorita de Yeol ?,México,162,355
1013596798638845952,en,2018-07-02 01:34:43,Twitter for iPhone,127,"RT @fussballerisch: French commentators’ reaction to Pavard’s goal is priceless.
#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C",French commentators reaction to Pavard goal is priceless,0,17990,"FRA,FRAARG,WorldCup",Zach Townsend,fussballerisch,h.,alaska. ,12283,291
1013596793827979265,en,2018-07-02 01:34:42,Twitter for iPhone,139,"RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???

Thank you for your support @Oprah!! ????

We ?…",Please welcome our newest member to the Incondicionales family Thank you for your support We,0,642,,"Mexican National Team,Oprah Winfrey","miseleccionmxEN,Oprah",Steph,,360,1228
1013596793534369792,en,2018-07-02 01:34:41,Twitter Lite,139,"RT @FridaCarrillo05: Don’t hesitate Move on
Come on, there’s no time
Your future depends on your imagination

??????
#PowerByEXO #WorldCup…",Don hesitate Move on Come on there no time Your future depends on your imagination,0,3,"PowerByEXO,WorldCup",Frida Carrillo,FridaCarrillo05,Aleeh ?? Líder #EquipoXiumin ?,EXOplanet,654,924
1013596791999205376,en,2018-07-02 01:34:41,Twitter for Android,82,"@FIFAWorldCup #PowerByEXO  please!!! ???

@weareoneEXO 

#FIFAStadiumDj  #Worldcup",please,0,0,"PowerByEXO,FIFAStadiumDj,Worldcup","FIFA World Cup ?,EXO","FIFAWorldCup,weareoneEXO",Y.P.,"Mexicali, Baja California",16,45
1013596790484897792,en,2018-07-02 01:34:41,Twitter Lite,139,"RT @BTSARMYNA: .@BTS_twt After 5 Years
1. Global Puma Ambassador
2. LG Mobile Ambassador
3. CocaCola WorldCup
4. Kookmin Bank
5. UNICEF
6.…",After Years Global Puma Ambassador LG Mobile Ambassador CocaCola WorldCup Kookmin Bank UNICEF,0,5146,,"???? & ???? ???? ™ ??,?????","BTSARMYNA,BTS_twt",Parvathy N Lal,trivandrum,53,172
1013596790023573504,en,2018-07-02 01:34:41,Twitter for iPhone,64,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy,GG GN and GL,0,4369,WorldCup,HRK800 Serial No. 191 919 199,MisterHeartz,RK800 ??,,841,465
1013596772927586304,en,2018-07-02 01:34:37,Twitter for Android,64,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy,GG GN and GL,0,4369,WorldCup,HRK800 Serial No. 191 919 199,MisterHeartz,???????????? ft.??????????????????????,?????????????,58,328
1013596769500844032,en,2018-07-02 01:34:36,Twitter for iPhone,64,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy,GG GN and GL,0,4369,WorldCup,HRK800 Serial No. 191 919 199,MisterHeartz,????????????? ???? ????? ????,,54,148
1013596769018679296,en,2018-07-02 01:34:36,Twitter Web Client,66,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU,The of upsets,0,9727,WorldCup,Troll Football,TrollFootball,Top Boy!,"Ottawa,ontario",403,266
1013596768238522374,en,2018-07-02 01:34:35,Hootsuite,113,Mexico has just gone Super Saiyan....Brazil is fucked. #ElTri #ElTriEng #MEXBRZ #WorldCup https://t.co/zo2RrJe3NS,Mexico has just gone Super Saiyan Brazil is fucked,0,0,"ElTri,ElTriEng,MEXBRZ,WorldCup",,,jesse abundis,Los Angeles ,2315,1990
1013596757555544066,en,2018-07-02 01:34:33,Twitter for Android,95,"RT @ManUtd: Commiserations to @D_DeGea, as #ESP are knocked out of the #WorldCup by hosts #RUS.",Commiserations to as are knocked out of the by hosts,0,790,"ESP,WorldCup,RUS","Manchester United,David de Gea","ManUtd,D_DeGea",Rommel,,41,95
1013596756226052096,en,2018-07-02 01:34:33,Twitter for Android,95,RT @onxmyown: POWER @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague,POWER,0,3,"PowerByEXO,WorldCup,FIFAStadiumDJ,ChenLeague","Paola,FIFA World Cup ?,EXO","onxmyown,FIFAWorldCup,weareoneEXO",Yessica,,3,41
1013596755017940992,en,2018-07-02 01:34:32,Twitter for iPhone,68,I trully believed #Spain would win the #WorldCup      #SpainVSRussia,I trully believed would win the,0,0,"Spain,WorldCup,SpainVSRussia",,,Pacific?,"Hawaii, USA",1,37
1013596752870559744,en,2018-07-02 01:34:32,Twitter for iPad,134,"RT @Annamh2514: @FIFAWorldCup I suggest #PowerByExo 

@weareoneEXO
#EXO #?? #FIFAStadiumDj #Copa2018 #WorldCup https://t.co/x3VKLSxh9z",suggest,0,37,"PowerByExo,EXO,??,FIFAStadiumDj,Copa2018,WorldCup","Anna,FIFA World Cup ?,EXO","Annamh2514,FIFAWorldCup,weareoneEXO",? EXO ?,? exo’s universe ?,22,32
1013596741768241152,en,2018-07-02 01:34:29,Twitter for iPhone,139,"RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???

Thank you for your support @Oprah!! ????

We ?…",Please welcome our newest member to the Incondicionales family Thank you for your support We,0,645,,"Mexican National Team,Oprah Winfrey","miseleccionmxEN,Oprah",Luis,Michigan,2113,996
1013596741386596352,en,2018-07-02 01:34:29,Twitter for iPad,106,"RT @JzgxKDFu78yiPyA: @FIFAWorldCup EXO POWER #WorldCup #FIFAStadiumDJ 
#dafBAMA2018EXO
 #EXO  @weareoneEXO",EXO POWER,0,38,"WorldCup,FIFAStadiumDJ,dafBAMA2018EXO,EXO","exo-L~bz,FIFA World Cup ?,EXO","JzgxKDFu78yiPyA,FIFAWorldCup,weareoneEXO",? EXO ?,? exo’s universe ?,22,32
1013596740379869184,en,2018-07-02 01:34:29,Twitter for Android,140,"RT @MandyJimenezK: Denle mucho amor a bunnys ??????.

Please play #PowerByEXO of
@weareoneEXO 

#WorldCup 
#FIFAStadiumDJ

@FIFAWorldCup
#S…",Denle mucho amor bunnys Please play of,0,6,"PowerByEXO,WorldCup,FIFAStadiumDJ","Amy ????????,EXO,FIFA World Cup ?","MandyJimenezK,weareoneEXO,FIFAWorldCup",myeonne Dinner,,87,278
1013596740207955968,en,2018-07-02 01:34:29,Twitter for iPhone,139,"RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???

Thank you for your support @Oprah!! ????

We ?…",Please welcome our newest member to the Incondicionales family Thank you for your support We,0,645,,"Mexican National Team,Oprah Winfrey","miseleccionmxEN,Oprah",grabmyp***y ??,"Ohio, USA",105,12
1013596737515106304,en,2018-07-02 01:34:28,Twitter for Android,140,"RT @TheViper_offl: Now who's your GOAT!? 

Retweet for Cristiano Ronaldo
Like for Lionel Messi

#URUPOR #WorldCup #FRAARG
https://t.co/Z0ed…",Now whos your GOAT Retweet for Cristiano Ronaldo Like for Lionel Messi,0,192,"URUPOR,WorldCup,FRAARG",V I P E R™,TheViper_offl,Chinmay (????) Dash,LUCKNOW-226021,169,208
1013596737150128130,en,2018-07-02 01:34:28,Mobile Web (M2),140,"RT @itvfootball: The second World Cup quarter-final is set

@TeamRussia ? @HNS_CFF on July 7

#WorldCup #RUS #CRO #RUSCRO https://t.co/gyEf…",The second World Cup quarter final is set on July,0,3,"WorldCup,RUS,CRO,RUSCRO","ITV Football,??????? ??????,HNS | CFF","itvfootball,TeamRussia,HNS_CFF",i'md Zone,,3495,455
1013596734524551168,en,2018-07-02 01:34:27,Twitter for Android,130,"RT @WorIdCupUpdates: World Cup quarter-finals:

?? France vs Uruguay ??
?? Russia vs Croatia ??

#WorldCup https://t.co/ncsFZ6gLuW",World Cup quarter finals France vs Uruguay Russia vs Croatia,0,251,WorldCup,FIFA World Cup,WorIdCupUpdates,Aldobudi,"Jakarta Pusat, DKI Jakarta",181,1924
1013596732565831680,en,2018-07-02 01:34:27,Twitter Lite,140,"RT @Baz4peace: #Israeli war Education Monster Naftali Bennett threatens to murder any #Palestinian #children,even if they are 8 years old
O…",war Education Monster Naftali Bennett threatens to murder any even if they are years old,0,1,"Israeli,Palestinian,children",Baz4peace,Baz4peace,allan crawshaw,"Victoria, B.C.",3264,5003
1013596731580170240,en,2018-07-02 01:34:27,Twitter for iPhone,139,"RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???

Thank you for your support @Oprah!! ????

We ?…",Please welcome our newest member to the Incondicionales family Thank you for your support We,0,645,,"Mexican National Team,Oprah Winfrey","miseleccionmxEN,Oprah",Teresa Borja,,45,119
1013596730393153536,en,2018-07-02 01:34:26,Twitter for Android,80,RT @brfootball: A legend says goodbye to the #WorldCup ? https://t.co/9hR5qVfVPX,legend says goodbye to the,0,5344,WorldCup,B/R Football,brfootball,Aliff Syazuan,"Kelantan, Malaysia",652,408
1013596729780985856,en,2018-07-02 01:34:26,Twitter Lite,131,RT @ItsGitau_: Can we all agree that Pavard's Goal for France is the Goal of the #worldcup? #ESPRUS #CRODEN https://t.co/nNl2z20LIa,Can we all agree that Pavards Goal for France is the Goal of the,0,166,"worldcup,ESPRUS,CRODEN",Gitau ??,ItsGitau_,Hayat Esfandiyar,Delhi,149,1037
